text,intent
"Can you make a family platter for 8 with hummus, fattoush, muhammara and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, labneh, tabbouleh and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, labneh, fattoush and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, labneh, muhammara and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, tabbouleh, fattoush and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, tabbouleh, muhammara and some grills?",menu
"Can you make a family platter for 8 with baba ghanouj, fattoush, muhammara and some grills?",menu
"Can you make a family platter for 8 with labneh, tabbouleh, fattoush and some grills?",menu
"Can you make a family platter for 8 with labneh, tabbouleh, muhammara and some grills?",menu
"Can you make a family platter for 8 with labneh, fattoush, muhammara and some grills?",menu
"Can you make a family platter for 8 with tabbouleh, fattoush, muhammara and some grills?",menu
We need lunch for 12 people at the office,menu
Our team of 15 wants Lebanese catering for a meeting,menu
"Can you cater for 20 people, mostly finger foods?",menu
We want something easy to serve for about 10 coworkers,menu
"We are all vegetarian, can you suggest a spread?",menu
"I need a vegan option, what do you recommend?",menu
Can you build a vegan mezze platter for 3?,menu
Any good vegetarian plates that are filling?,menu
"I need something gluten-free, what can I order?",menu
"I have a nut allergy, is your baklava safe?",menu
Any shawarma options without gluten?,menu
Can you make a plate for someone who is lactose intolerant?,menu
Just bring us a round of drinks,menu
We want something refreshing to drink for the table,menu
Give us your best house drink for everyone,menu
Can you surprise us with a non-alcoholic drink for 5 people?,menu
We want a dessert platter for the table,menu
Can you do an assorted dessert plate for 4?,menu
Give us a mix of your Lebanese sweets to share,menu
"Make us a dessert sampler, please",menu
I'd like a chicken shawarma sandwich please,menu
Can you make me a chicken shawarma sandwich?,menu
Let me get a chicken shawarma sandwich to go,menu
I'll do just a chicken shawarma sandwich today,menu
One chicken shawarma sandwich under my name,menu
I'd like a beef shawarma sandwich please,menu
Can you make me a beef shawarma sandwich?,menu
Let me get a beef shawarma sandwich to go,menu
I'll do just a beef shawarma sandwich today,menu
One beef shawarma sandwich under my name,menu
I'd like a falafel wrap please,menu
Can you make me a falafel wrap?,menu
Let me get a falafel wrap to go,menu
I'll do just a falafel wrap today,menu
One falafel wrap under my name,menu
I'd like a falafel plate please,menu
Can you make me a falafel plate?,menu
Let me get a falafel plate to go,menu
I'll do just a falafel plate today,menu
One falafel plate under my name,menu
I'd like a lentil soup please,menu
Can you make me a lentil soup?,menu
Let me get a lentil soup to go,menu
I'll do just a lentil soup today,menu
One lentil soup under my name,menu
I'd like a tabbouleh salad please,menu
Can you make me a tabbouleh salad?,menu
Let me get a tabbouleh salad to go,menu
I'll do just a tabbouleh salad today,menu
One tabbouleh salad under my name,menu
I'd like a fattoush salad please,menu
Can you make me a fattoush salad?,menu
Let me get a fattoush salad to go,menu
I'll do just a fattoush salad today,menu
One fattoush salad under my name,menu
I'd like a hummus plate please,menu
Can you make me a hummus plate?,menu
Let me get a hummus plate to go,menu
I'll do just a hummus plate today,menu
One hummus plate under my name,menu
I'd like a baba ghanouj plate please,menu
Can you make me a baba ghanouj plate?,menu
Let me get a baba ghanouj plate to go,menu
I'll do just a baba ghanouj plate today,menu
One baba ghanouj plate under my name,menu
I'd like a labneh plate please,menu
Can you make me a labneh plate?,menu
Let me get a labneh plate to go,menu
I'll do just a labneh plate today,menu
One labneh plate under my name,menu
"We are 2 adults and 1 kids, what should we order?",menu
"There will be 2 grown-ups and 1 children, can you suggest something?",menu
"For 2 adults and 1 kids, what mix of grills and mezze do you recommend?",menu
"We are 2 adults and 2 kids, what should we order?",menu
"There will be 2 grown-ups and 2 children, can you suggest something?",menu
"For 2 adults and 2 kids, what mix of grills and mezze do you recommend?",menu
"We are 2 adults and 3 kids, what should we order?",menu
"There will be 2 grown-ups and 3 children, can you suggest something?",menu
"For 2 adults and 3 kids, what mix of grills and mezze do you recommend?",menu
"We are 3 adults and 1 kids, what should we order?",menu
"There will be 3 grown-ups and 1 children, can you suggest something?",menu
"For 3 adults and 1 kids, what mix of grills and mezze do you recommend?",menu
"We are 3 adults and 2 kids, what should we order?",menu
"There will be 3 grown-ups and 2 children, can you suggest something?",menu
"For 3 adults and 2 kids, what mix of grills and mezze do you recommend?",menu
"We are 3 adults and 3 kids, what should we order?",menu
"There will be 3 grown-ups and 3 children, can you suggest something?",menu
"For 3 adults and 3 kids, what mix of grills and mezze do you recommend?",menu
"We are 4 adults and 1 kids, what should we order?",menu
"There will be 4 grown-ups and 1 children, can you suggest something?",menu
"For 4 adults and 1 kids, what mix of grills and mezze do you recommend?",menu
"We are 4 adults and 2 kids, what should we order?",menu
"There will be 4 grown-ups and 2 children, can you suggest something?",menu
"For 4 adults and 2 kids, what mix of grills and mezze do you recommend?",menu
"We are 4 adults and 3 kids, what should we order?",menu
"There will be 4 grown-ups and 3 children, can you suggest something?",menu
"For 4 adults and 3 kids, what mix of grills and mezze do you recommend?",menu
"We are 5 adults and 1 kids, what should we order?",menu
"There will be 5 grown-ups and 1 children, can you suggest something?",menu
"For 5 adults and 1 kids, what mix of grills and mezze do you recommend?",menu
"We are 5 adults and 2 kids, what should we order?",menu
"There will be 5 grown-ups and 2 children, can you suggest something?",menu
"For 5 adults and 2 kids, what mix of grills and mezze do you recommend?",menu
"We are 5 adults and 3 kids, what should we order?",menu
"There will be 5 grown-ups and 3 children, can you suggest something?",menu
"For 5 adults and 3 kids, what mix of grills and mezze do you recommend?",menu
Can you have it ready in 10 minutes?,menu
"I'm in a rush, how fast can you make a shawarma?",menu
Is it possible to get my order in under 15 minutes?,menu
"I need something quick, what can you do fastest?",menu
Yeah hey can I do uh two chicken shawarmas and a hummus?,menu
"Hi, I wanted to order, like, one falafel wrap and maybe fries too",menu
"Umm can you do me a chicken shawarma plate, no onions, and extra sauce",menu
"Hey guys, I need three beef shawarma wraps for pickup",menu
I'll do a chicken shawarma plate with a small hummus and a mint lemonade,menu
I'll do a chicken shawarma plate with a small hummus and a Coke,menu
I'll do a chicken shawarma plate with a small hummus and a Sprite,menu
I'll do a chicken shawarma plate with a small hummus and a bottle of water,menu
I'll do a chicken shawarma plate with a small hummus and a Laban-up,menu
I'll do a chicken shawarma plate with a small baba ghanouj and a mint lemonade,menu
I'll do a chicken shawarma plate with a small baba ghanouj and a Coke,menu
I'll do a chicken shawarma plate with a small baba ghanouj and a Sprite,menu
I'll do a chicken shawarma plate with a small baba ghanouj and a bottle of water,menu
I'll do a chicken shawarma plate with a small baba ghanouj and a Laban-up,menu
I'll do a chicken shawarma plate with a side of fries and a mint lemonade,menu
I'll do a chicken shawarma plate with a side of fries and a Coke,menu
I'll do a chicken shawarma plate with a side of fries and a Sprite,menu
I'll do a chicken shawarma plate with a side of fries and a bottle of water,menu
I'll do a chicken shawarma plate with a side of fries and a Laban-up,menu
I'll do a chicken shawarma plate with a side of rice and a mint lemonade,menu
I'll do a chicken shawarma plate with a side of rice and a Coke,menu
I'll do a chicken shawarma plate with a side of rice and a Sprite,menu
I'll do a chicken shawarma plate with a side of rice and a bottle of water,menu
I'll do a chicken shawarma plate with a side of rice and a Laban-up,menu
I'll do a chicken shawarma plate with a tabbouleh and a mint lemonade,menu
I'll do a chicken shawarma plate with a tabbouleh and a Coke,menu
I'll do a chicken shawarma plate with a tabbouleh and a Sprite,menu
I'll do a chicken shawarma plate with a tabbouleh and a bottle of water,menu
I'll do a chicken shawarma plate with a tabbouleh and a Laban-up,menu
I'll do a chicken shawarma plate with a fattoush and a mint lemonade,menu
I'll do a chicken shawarma plate with a fattoush and a Coke,menu
I'll do a chicken shawarma plate with a fattoush and a Sprite,menu
I'll do a chicken shawarma plate with a fattoush and a bottle of water,menu
I'll do a chicken shawarma plate with a fattoush and a Laban-up,menu
I'll do a beef shawarma plate with a small hummus and a mint lemonade,menu
I'll do a beef shawarma plate with a small hummus and a Coke,menu
I'll do a beef shawarma plate with a small hummus and a Sprite,menu
I'll do a beef shawarma plate with a small hummus and a bottle of water,menu
I'll do a beef shawarma plate with a small hummus and a Laban-up,menu
I'll do a beef shawarma plate with a small baba ghanouj and a mint lemonade,menu
I'll do a beef shawarma plate with a small baba ghanouj and a Coke,menu
I'll do a beef shawarma plate with a small baba ghanouj and a Sprite,menu
I'll do a beef shawarma plate with a small baba ghanouj and a bottle of water,menu
I'll do a beef shawarma plate with a small baba ghanouj and a Laban-up,menu
I'll do a beef shawarma plate with a side of fries and a mint lemonade,menu
I'll do a beef shawarma plate with a side of fries and a Coke,menu
I'll do a beef shawarma plate with a side of fries and a Sprite,menu
I'll do a beef shawarma plate with a side of fries and a bottle of water,menu
I'll do a beef shawarma plate with a side of fries and a Laban-up,menu
I'll do a beef shawarma plate with a side of rice and a mint lemonade,menu
I'll do a beef shawarma plate with a side of rice and a Coke,menu
I'll do a beef shawarma plate with a side of rice and a Sprite,menu
I'll do a beef shawarma plate with a side of rice and a bottle of water,menu
I'll do a beef shawarma plate with a side of rice and a Laban-up,menu
I'll do a beef shawarma plate with a tabbouleh and a mint lemonade,menu
I'll do a beef shawarma plate with a tabbouleh and a Coke,menu
I'll do a beef shawarma plate with a tabbouleh and a Sprite,menu
I'll do a beef shawarma plate with a tabbouleh and a bottle of water,menu
I'll do a beef shawarma plate with a tabbouleh and a Laban-up,menu
I'll do a beef shawarma plate with a fattoush and a mint lemonade,menu
I'll do a beef shawarma plate with a fattoush and a Coke,menu
I'll do a beef shawarma plate with a fattoush and a Sprite,menu
I'll do a beef shawarma plate with a fattoush and a bottle of water,menu
I'll do a beef shawarma plate with a fattoush and a Laban-up,menu
I'll do a mixed grill plate with a small hummus and a mint lemonade,menu
I'll do a mixed grill plate with a small hummus and a Coke,menu
I'll do a mixed grill plate with a small hummus and a Sprite,menu
I'll do a mixed grill plate with a small hummus and a bottle of water,menu
I'll do a mixed grill plate with a small hummus and a Laban-up,menu
I'll do a mixed grill plate with a small baba ghanouj and a mint lemonade,menu
I'll do a mixed grill plate with a small baba ghanouj and a Coke,menu
I'll do a mixed grill plate with a small baba ghanouj and a Sprite,menu
I'll do a mixed grill plate with a small baba ghanouj and a bottle of water,menu
I'll do a mixed grill plate with a small baba ghanouj and a Laban-up,menu
I'll do a mixed grill plate with a side of fries and a mint lemonade,menu
I'll do a mixed grill plate with a side of fries and a Coke,menu
I'll do a mixed grill plate with a side of fries and a Sprite,menu
I'll do a mixed grill plate with a side of fries and a bottle of water,menu
I'll do a mixed grill plate with a side of fries and a Laban-up,menu
I'll do a mixed grill plate with a side of rice and a mint lemonade,menu
I'll do a mixed grill plate with a side of rice and a Coke,menu
I'll do a mixed grill plate with a side of rice and a Sprite,menu
I'll do a mixed grill plate with a side of rice and a bottle of water,menu
I'll do a mixed grill plate with a side of rice and a Laban-up,menu
I'll do a mixed grill plate with a tabbouleh and a mint lemonade,menu
I'll do a mixed grill plate with a tabbouleh and a Coke,menu
I'll do a mixed grill plate with a tabbouleh and a Sprite,menu
I'll do a mixed grill plate with a tabbouleh and a bottle of water,menu
I'll do a mixed grill plate with a tabbouleh and a Laban-up,menu
I'll do a mixed grill plate with a fattoush and a mint lemonade,menu
I'll do a mixed grill plate with a fattoush and a Coke,menu
I'll do a mixed grill plate with a fattoush and a Sprite,menu
I'll do a mixed grill plate with a fattoush and a bottle of water,menu
I'll do a mixed grill plate with a fattoush and a Laban-up,menu
I'll do a falafel plate with a small hummus and a mint lemonade,menu
I'll do a falafel plate with a small hummus and a Coke,menu
I'll do a falafel plate with a small hummus and a Sprite,menu
I'll do a falafel plate with a small hummus and a bottle of water,menu
I'll do a falafel plate with a small hummus and a Laban-up,menu
I'll do a falafel plate with a small baba ghanouj and a mint lemonade,menu
I'll do a falafel plate with a small baba ghanouj and a Coke,menu
I'll do a falafel plate with a small baba ghanouj and a Sprite,menu
I'll do a falafel plate with a small baba ghanouj and a bottle of water,menu
I'll do a falafel plate with a small baba ghanouj and a Laban-up,menu
I'll do a falafel plate with a side of fries and a mint lemonade,menu
I'll do a falafel plate with a side of fries and a Coke,menu
I'll do a falafel plate with a side of fries and a Sprite,menu
I'll do a falafel plate with a side of fries and a bottle of water,menu
I'll do a falafel plate with a side of fries and a Laban-up,menu
I'll do a falafel plate with a side of rice and a mint lemonade,menu
I'll do a falafel plate with a side of rice and a Coke,menu
I'll do a falafel plate with a side of rice and a Sprite,menu
I'll do a falafel plate with a side of rice and a bottle of water,menu
I'll do a falafel plate with a side of rice and a Laban-up,menu
I'll do a falafel plate with a tabbouleh and a mint lemonade,menu
I'll do a falafel plate with a tabbouleh and a Coke,menu
I'll do a falafel plate with a tabbouleh and a Sprite,menu
I'll do a falafel plate with a tabbouleh and a bottle of water,menu
I'll do a falafel plate with a tabbouleh and a Laban-up,menu
I'll do a falafel plate with a fattoush and a mint lemonade,menu
I'll do a falafel plate with a fattoush and a Coke,menu
I'll do a falafel plate with a fattoush and a Sprite,menu
I'll do a falafel plate with a fattoush and a bottle of water,menu
I'll do a falafel plate with a fattoush and a Laban-up,menu
I'll do a kafta plate with a small hummus and a mint lemonade,menu
I'll do a kafta plate with a small hummus and a Coke,menu
I'll do a kafta plate with a small hummus and a Sprite,menu
I'll do a kafta plate with a small hummus and a bottle of water,menu
I'll do a kafta plate with a small hummus and a Laban-up,menu
I'll do a kafta plate with a small baba ghanouj and a mint lemonade,menu
I'll do a kafta plate with a small baba ghanouj and a Coke,menu
I'll do a kafta plate with a small baba ghanouj and a Sprite,menu
I'll do a kafta plate with a small baba ghanouj and a bottle of water,menu
I'll do a kafta plate with a small baba ghanouj and a Laban-up,menu
I'll do a kafta plate with a side of fries and a mint lemonade,menu
I'll do a kafta plate with a side of fries and a Coke,menu
I'll do a kafta plate with a side of fries and a Sprite,menu
I'll do a kafta plate with a side of fries and a bottle of water,menu
I'll do a kafta plate with a side of fries and a Laban-up,menu
I'll do a kafta plate with a side of rice and a mint lemonade,menu
I'll do a kafta plate with a side of rice and a Coke,menu
I'll do a kafta plate with a side of rice and a Sprite,menu
I'll do a kafta plate with a side of rice and a bottle of water,menu
I'll do a kafta plate with a side of rice and a Laban-up,menu
I'll do a kafta plate with a tabbouleh and a mint lemonade,menu
I'll do a kafta plate with a tabbouleh and a Coke,menu
I'll do a kafta plate with a tabbouleh and a Sprite,menu
I'll do a kafta plate with a tabbouleh and a bottle of water,menu
I'll do a kafta plate with a tabbouleh and a Laban-up,menu
I'll do a kafta plate with a fattoush and a mint lemonade,menu
I'll do a kafta plate with a fattoush and a Coke,menu
I'll do a kafta plate with a fattoush and a Sprite,menu
I'll do a kafta plate with a fattoush and a bottle of water,menu
I'll do a kafta plate with a fattoush and a Laban-up,menu
I'll do a shish taouk plate with a small hummus and a mint lemonade,menu
I'll do a shish taouk plate with a small hummus and a Coke,menu
I'll do a shish taouk plate with a small hummus and a Sprite,menu
I'll do a shish taouk plate with a small hummus and a bottle of water,menu
I'll do a shish taouk plate with a small hummus and a Laban-up,menu
I'll do a shish taouk plate with a small baba ghanouj and a mint lemonade,menu
I'll do a shish taouk plate with a small baba ghanouj and a Coke,menu
I'll do a shish taouk plate with a small baba ghanouj and a Sprite,menu
I'll do a shish taouk plate with a small baba ghanouj and a bottle of water,menu
I'll do a shish taouk plate with a small baba ghanouj and a Laban-up,menu
I'll do a shish taouk plate with a side of fries and a mint lemonade,menu
I'll do a shish taouk plate with a side of fries and a Coke,menu
I'll do a shish taouk plate with a side of fries and a Sprite,menu
I'll do a shish taouk plate with a side of fries and a bottle of water,menu
I'll do a shish taouk plate with a side of fries and a Laban-up,menu
I'll do a shish taouk plate with a side of rice and a mint lemonade,menu
I'll do a shish taouk plate with a side of rice and a Coke,menu
I'll do a shish taouk plate with a side of rice and a Sprite,menu
I'll do a shish taouk plate with a side of rice and a bottle of water,menu
I'll do a shish taouk plate with a side of rice and a Laban-up,menu
I'll do a shish taouk plate with a tabbouleh and a mint lemonade,menu
I'll do a shish taouk plate with a tabbouleh and a Coke,menu
I'll do a shish taouk plate with a tabbouleh and a Sprite,menu
I'll do a shish taouk plate with a tabbouleh and a bottle of water,menu
I'll do a shish taouk plate with a tabbouleh and a Laban-up,menu
I'll do a shish taouk plate with a fattoush and a mint lemonade,menu
I'll do a shish taouk plate with a fattoush and a Coke,menu
I'll do a shish taouk plate with a fattoush and a Sprite,menu
I'll do a shish taouk plate with a fattoush and a bottle of water,menu
I'll do a shish taouk plate with a fattoush and a Laban-up,menu
We need a chicken shawarma tray to feed about 20 people tomorrow at 1 pm,menu
We need a chicken shawarma tray to feed about 20 people this Friday evening,menu
We need a chicken shawarma tray to feed about 20 people Saturday around noon,menu
We need a chicken shawarma tray to feed about 20 people next week on Wednesday at 6,menu
We need a chicken shawarma tray to feed about 20 people in two days at 5 pm,menu
We need a chicken shawarma tray to feed about 25 people tomorrow at 1 pm,menu
We need a chicken shawarma tray to feed about 25 people this Friday evening,menu
We need a chicken shawarma tray to feed about 25 people Saturday around noon,menu
We need a chicken shawarma tray to feed about 25 people next week on Wednesday at 6,menu
We need a chicken shawarma tray to feed about 25 people in two days at 5 pm,menu
We need a chicken shawarma tray to feed about 30 people tomorrow at 1 pm,menu
We need a chicken shawarma tray to feed about 30 people this Friday evening,menu
We need a chicken shawarma tray to feed about 30 people Saturday around noon,menu
We need a chicken shawarma tray to feed about 30 people next week on Wednesday at 6,menu
We need a chicken shawarma tray to feed about 30 people in two days at 5 pm,menu
We need a chicken shawarma tray to feed about 40 people tomorrow at 1 pm,menu
We need a chicken shawarma tray to feed about 40 people this Friday evening,menu
We need a chicken shawarma tray to feed about 40 people Saturday around noon,menu
We need a chicken shawarma tray to feed about 40 people next week on Wednesday at 6,menu
We need a chicken shawarma tray to feed about 40 people in two days at 5 pm,menu
We need a chicken shawarma tray to feed about 50 people tomorrow at 1 pm,menu
We need a chicken shawarma tray to feed about 50 people this Friday evening,menu
We need a chicken shawarma tray to feed about 50 people Saturday around noon,menu
We need a chicken shawarma tray to feed about 50 people next week on Wednesday at 6,menu
We need a chicken shawarma tray to feed about 50 people in two days at 5 pm,menu
We need a beef shawarma tray to feed about 20 people tomorrow at 1 pm,menu
We need a beef shawarma tray to feed about 20 people this Friday evening,menu
We need a beef shawarma tray to feed about 20 people Saturday around noon,menu
We need a beef shawarma tray to feed about 20 people next week on Wednesday at 6,menu
We need a beef shawarma tray to feed about 20 people in two days at 5 pm,menu
We need a beef shawarma tray to feed about 25 people tomorrow at 1 pm,menu
We need a beef shawarma tray to feed about 25 people this Friday evening,menu
We need a beef shawarma tray to feed about 25 people Saturday around noon,menu
We need a beef shawarma tray to feed about 25 people next week on Wednesday at 6,menu
We need a beef shawarma tray to feed about 25 people in two days at 5 pm,menu
We need a beef shawarma tray to feed about 30 people tomorrow at 1 pm,menu
We need a beef shawarma tray to feed about 30 people this Friday evening,menu
We need a beef shawarma tray to feed about 30 people Saturday around noon,menu
We need a beef shawarma tray to feed about 30 people next week on Wednesday at 6,menu
We need a beef shawarma tray to feed about 30 people in two days at 5 pm,menu
We need a beef shawarma tray to feed about 40 people tomorrow at 1 pm,menu
We need a beef shawarma tray to feed about 40 people this Friday evening,menu
We need a beef shawarma tray to feed about 40 people Saturday around noon,menu
We need a beef shawarma tray to feed about 40 people next week on Wednesday at 6,menu
We need a beef shawarma tray to feed about 40 people in two days at 5 pm,menu
We need a beef shawarma tray to feed about 50 people tomorrow at 1 pm,menu
We need a beef shawarma tray to feed about 50 people this Friday evening,menu
We need a beef shawarma tray to feed about 50 people Saturday around noon,menu
We need a beef shawarma tray to feed about 50 people next week on Wednesday at 6,menu
We need a beef shawarma tray to feed about 50 people in two days at 5 pm,menu
We need a rice tray to feed about 20 people tomorrow at 1 pm,menu
We need a rice tray to feed about 20 people this Friday evening,menu
We need a rice tray to feed about 20 people Saturday around noon,menu
We need a rice tray to feed about 20 people next week on Wednesday at 6,menu
We need a rice tray to feed about 20 people in two days at 5 pm,menu
We need a rice tray to feed about 25 people tomorrow at 1 pm,menu
We need a rice tray to feed about 25 people this Friday evening,menu
We need a rice tray to feed about 25 people Saturday around noon,menu
We need a rice tray to feed about 25 people next week on Wednesday at 6,menu
We need a rice tray to feed about 25 people in two days at 5 pm,menu
We need a rice tray to feed about 30 people tomorrow at 1 pm,menu
We need a rice tray to feed about 30 people this Friday evening,menu
We need a rice tray to feed about 30 people Saturday around noon,menu
We need a rice tray to feed about 30 people next week on Wednesday at 6,menu
We need a rice tray to feed about 30 people in two days at 5 pm,menu
We need a rice tray to feed about 40 people tomorrow at 1 pm,menu
We need a rice tray to feed about 40 people this Friday evening,menu
We need a rice tray to feed about 40 people Saturday around noon,menu
We need a rice tray to feed about 40 people next week on Wednesday at 6,menu
We need a rice tray to feed about 40 people in two days at 5 pm,menu
We need a rice tray to feed about 50 people tomorrow at 1 pm,menu
We need a rice tray to feed about 50 people this Friday evening,menu
We need a rice tray to feed about 50 people Saturday around noon,menu
We need a rice tray to feed about 50 people next week on Wednesday at 6,menu
We need a rice tray to feed about 50 people in two days at 5 pm,menu
We need a mezze tray to feed about 20 people tomorrow at 1 pm,menu
We need a mezze tray to feed about 20 people this Friday evening,menu
We need a mezze tray to feed about 20 people Saturday around noon,menu
We need a mezze tray to feed about 20 people next week on Wednesday at 6,menu
We need a mezze tray to feed about 20 people in two days at 5 pm,menu
We need a mezze tray to feed about 25 people tomorrow at 1 pm,menu
We need a mezze tray to feed about 25 people this Friday evening,menu
We need a mezze tray to feed about 25 people Saturday around noon,menu
We need a mezze tray to feed about 25 people next week on Wednesday at 6,menu
We need a mezze tray to feed about 25 people in two days at 5 pm,menu
We need a mezze tray to feed about 30 people tomorrow at 1 pm,menu
We need a mezze tray to feed about 30 people this Friday evening,menu
We need a mezze tray to feed about 30 people Saturday around noon,menu
We need a mezze tray to feed about 30 people next week on Wednesday at 6,menu
We need a mezze tray to feed about 30 people in two days at 5 pm,menu
We need a mezze tray to feed about 40 people tomorrow at 1 pm,menu
We need a mezze tray to feed about 40 people this Friday evening,menu
We need a mezze tray to feed about 40 people Saturday around noon,menu
We need a mezze tray to feed about 40 people next week on Wednesday at 6,menu
We need a mezze tray to feed about 40 people in two days at 5 pm,menu
We need a mezze tray to feed about 50 people tomorrow at 1 pm,menu
We need a mezze tray to feed about 50 people this Friday evening,menu
We need a mezze tray to feed about 50 people Saturday around noon,menu
We need a mezze tray to feed about 50 people next week on Wednesday at 6,menu
We need a mezze tray to feed about 50 people in two days at 5 pm,menu
We need a mixed grill tray to feed about 20 people tomorrow at 1 pm,menu
We need a mixed grill tray to feed about 20 people this Friday evening,menu
We need a mixed grill tray to feed about 20 people Saturday around noon,menu
We need a mixed grill tray to feed about 20 people next week on Wednesday at 6,menu
We need a mixed grill tray to feed about 20 people in two days at 5 pm,menu
We need a mixed grill tray to feed about 25 people tomorrow at 1 pm,menu
We need a mixed grill tray to feed about 25 people this Friday evening,menu
We need a mixed grill tray to feed about 25 people Saturday around noon,menu
We need a mixed grill tray to feed about 25 people next week on Wednesday at 6,menu
We need a mixed grill tray to feed about 25 people in two days at 5 pm,menu
We need a mixed grill tray to feed about 30 people tomorrow at 1 pm,menu
We need a mixed grill tray to feed about 30 people this Friday evening,menu
We need a mixed grill tray to feed about 30 people Saturday around noon,menu
We need a mixed grill tray to feed about 30 people next week on Wednesday at 6,menu
We need a mixed grill tray to feed about 30 people in two days at 5 pm,menu
We need a mixed grill tray to feed about 40 people tomorrow at 1 pm,menu
We need a mixed grill tray to feed about 40 people this Friday evening,menu
We need a mixed grill tray to feed about 40 people Saturday around noon,menu
We need a mixed grill tray to feed about 40 people next week on Wednesday at 6,menu
We need a mixed grill tray to feed about 40 people in two days at 5 pm,menu
We need a mixed grill tray to feed about 50 people tomorrow at 1 pm,menu
We need a mixed grill tray to feed about 50 people this Friday evening,menu
We need a mixed grill tray to feed about 50 people Saturday around noon,menu
We need a mixed grill tray to feed about 50 people next week on Wednesday at 6,menu
We need a mixed grill tray to feed about 50 people in two days at 5 pm,menu
"If I order two mixed grills and three hummus, is that enough for 4 people?",menu
"If I order two mixed grills and three hummus, is that enough for 5 people?",menu
"If I order two mixed grills and three hummus, is that enough for 6 people?",menu
"If I order two mixed grills and three hummus, is that enough for 8 people?",menu
"If I order two mixed grills and three hummus, is that enough for 10 people?",menu
"If I order two mixed grills and three hummus, is that enough for 12 people?",menu
"If I order one family mixed grill and two salads, is that enough for 4 people?",menu
"If I order one family mixed grill and two salads, is that enough for 5 people?",menu
"If I order one family mixed grill and two salads, is that enough for 6 people?",menu
"If I order one family mixed grill and two salads, is that enough for 8 people?",menu
"If I order one family mixed grill and two salads, is that enough for 10 people?",menu
"If I order one family mixed grill and two salads, is that enough for 12 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 4 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 5 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 6 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 8 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 10 people?",menu
"If I order a large kibbeh nayyeh platter and a mezze tray, is that enough for 12 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 4 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 5 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 6 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 8 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 10 people?",menu
"If I order three shawarma trays and a rice tray, is that enough for 12 people?",menu
I'd like 10 pieces of pita bread from your deli,menu
I'd like 20 pieces of pita bread from your deli,menu
I'd like 30 pieces of pita bread from your deli,menu
I'd like 40 pieces of pita bread from your deli,menu
I'd like 5 pieces of large pita breads from your deli,menu
I'd like 10 pieces of large pita breads from your deli,menu
I'd like 15 pieces of large pita breads from your deli,menu
I'd like 20 pieces of large pita breads from your deli,menu
I'd like 0.5 kilo of green olives from your deli,menu
I'd like 1 of green olives from your deli,menu
I'd like 2 of green olives from your deli,menu
I'd like 0.5 kilo of kalamata olives from your deli,menu
I'd like 1 of kalamata olives from your deli,menu
I'd like 2 of kalamata olives from your deli,menu
I'd like 0.25 kilo of labneh from your deli,menu
I'd like 0.5 kilo of labneh from your deli,menu
I'd like 1 of labneh from your deli,menu
So I want chicken shawarma sandwich with extra garlic,menu
Put in chicken shawarma sandwich with extra garlic for me,menu
I'm ordering chicken shawarma sandwich with extra garlic,menu
Can I get chicken shawarma sandwich with extra garlic?,menu
"I'd like chicken shawarma sandwich with extra garlic, please",menu
So I want beef shawarma wrap no onions,menu
Put in beef shawarma wrap no onions for me,menu
I'm ordering beef shawarma wrap no onions,menu
Can I get beef shawarma wrap no onions?,menu
"I'd like beef shawarma wrap no onions, please",menu
So I want falafel wrap with fries inside,menu
Put in falafel wrap with fries inside for me,menu
I'm ordering falafel wrap with fries inside,menu
Can I get falafel wrap with fries inside?,menu
"I'd like falafel wrap with fries inside, please",menu
So I want kafta plate with rice and salad,menu
Put in kafta plate with rice and salad for me,menu
I'm ordering kafta plate with rice and salad,menu
Can I get kafta plate with rice and salad?,menu
"I'd like kafta plate with rice and salad, please",menu
So I want shish taouk plate extra spicy,menu
Put in shish taouk plate extra spicy for me,menu
I'm ordering shish taouk plate extra spicy,menu
Can I get shish taouk plate extra spicy?,menu
"I'd like shish taouk plate extra spicy, please",menu
So I want lentil soup and a side salad,menu
Put in lentil soup and a side salad for me,menu
I'm ordering lentil soup and a side salad,menu
Can I get lentil soup and a side salad?,menu
"I'd like lentil soup and a side salad, please",menu
So I want hummus with beef shawarma on top,menu
Put in hummus with beef shawarma on top for me,menu
I'm ordering hummus with beef shawarma on top,menu
Can I get hummus with beef shawarma on top?,menu
"I'd like hummus with beef shawarma on top, please",menu
So I want baba ghanouj and warm pita,menu
